time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,dewpoint_2m_max
2025-06-04,66.8,55.0,60.6,53.1
2025-06-05,76.6,50.9,62.7,57.8
2025-06-06,81.4,56.7,68.4,60.3
2025-06-07,84.4,53.6,69.0,60.8
2025-06-08,90.6,58.1,75.3,69.0
2025-06-09,91.8,63.2,77.0,63.6
2025-06-10,82.8,57.2,68.9,58.5
2025-06-11,73.2,50.3,61.3,51.1
2025-06-12,71.5,48.5,59.2,47.3
2025-06-13,64.6,47.6,56.0,43.8
2025-06-14,68.1,45.1,56.4,42.6
2025-06-15,74.6,44.9,59.6,51.4
2025-06-16,73.9,48.5,60.6,50.3
2025-06-17,76.7,46.8,61.9,52.8
2025-06-18,68.8,56.3,62.0,54.2
2025-06-19,72.9,48.3,59.3,46.9
2025-06-20,61.6,48.7,54.4,48.7
2025-06-21,55.1,48.3,52.4,53.2
2025-06-22,66.8,52.1,58.9,56.2
2025-06-23,76.6,49.5,63.6,59.2
2025-06-24,80.5,55.6,67.3,58.0
2025-06-25,72.1,54.5,62.0,55.4
2025-06-26,70.5,54.1,62.0,55.4
2025-06-27,71.5,55.3,63.8,55.0
2025-06-28,78.2,53.2,66.7,54.6
2025-06-29,87.9,56.2,72.1,56.4
2025-06-30,91.9,60.6,76.8,58.5
2025-07-01,88.9,62.0,74.2,56.4
2025-07-02,81.8,55.4,66.6,52.9
2025-07-03,76.2,53.7,64.2,52.0
2025-07-04,76.0,54.6,64.0,47.7
2025-07-05,78.3,51.7,65.0,52.3
2025-07-06,83.3,54.0,69.2,52.7
2025-07-07,87.4,57.2,73.1,57.5
2025-07-08,89.2,59.5,73.9,58.2
2025-07-09,83.1,57.5,68.8,58.4
2025-07-10,79.6,63.0,70.2,57.5
2025-07-11,87.9,58.6,72.7,56.8
2025-07-12,88.6,62.1,75.1,60.9
2025-07-13,92.8,63.8,78.8,59.2
2025-07-14,85.1,61.0,73.0,57.6
2025-07-15,90.7,53.1,72.7,55.3
2025-07-16,93.8,65.0,80.5,56.6
2025-07-17,86.7,57.8,72.6,58.7
2025-07-18,86.2,58.7,71.6,58.3
2025-07-19,82.2,56.8,68.5,52.0
2025-07-20,70.9,55.7,63.3,51.9
2025-07-21,77.2,60.4,67.7,55.5
2025-07-22,84.0,54.3,69.6,56.7
2025-07-23,89.7,58.6,73.7,58.6
2025-07-24,85.0,59.0,71.5,58.6
2025-07-25,81.9,57.1,68.7,55.0
2025-07-26,76.5,55.5,65.6,51.7
2025-07-27,79.8,54.5,67.1,52.0
2025-07-28,83.8,54.0,69.6,52.9
2025-07-29,90.3,57.8,74.0,53.7
2025-07-30,86.5,62.0,73.3,56.5
2025-07-31,84.3,60.1,72.1,57.7
2025-08-01,85.4,60.3,72.0,55.2
2025-08-02,82.1,57.3,69.5,55.8
2025-08-03,75.8,56.4,64.4,52.5
2025-08-04,75.4,56.8,65.6,51.9
2025-08-05,80.6,53.8,67.5,55.2
2025-08-06,72.4,61.4,66.6,62.5
2025-08-07,74.8,55.2,64.8,58.7
2025-08-08,80.5,50.5,65.7,54.7
2025-08-09,84.7,56.8,70.9,60.2
2025-08-10,96.8,64.4,80.5,57.9
2025-08-11,97.3,65.7,82.5,59.2
2025-08-12,96.8,67.4,82.1,61.9
2025-08-13,86.9,62.7,74.1,59.1
2025-08-14,81.9,62.9,70.1,58.0
2025-08-15,73.9,63.5,68.2,65.6
2025-08-16,75.3,60.5,68.0,64.6
2025-08-17,75.2,58.8,66.4,58.8
2025-08-18,77.7,60.1,66.8,57.0
2025-08-19,81.9,53.0,66.7,57.7
2025-08-20,81.1,58.6,68.9,57.3
2025-08-21,87.5,54.7,70.7,49.6
2025-08-22,98.2,58.5,78.7,54.1
2025-08-23,98.1,63.0,80.6,57.3
2025-08-24,93.9,64.5,79.2,62.6
2025-08-25,92.0,65.8,78.4,59.9
2025-08-26,95.5,69.5,81.4,64.0
2025-08-27,87.3,63.4,74.1,61.2
2025-08-28,89.1,61.3,74.2,63.7
2025-08-29,84.6,55.9,68.9,59.4
2025-08-30,76.8,53.9,65.1,59.5
2025-08-31,82.5,57.3,69.5,64.6
2025-09-01,81.9,56.5,68.5,59.1
2025-09-02,90.8,56.8,72.9,61.6
2025-09-03,87.0,63.8,74.5,64.5
2025-09-04,89.6,61.2,75.3,63.8
2025-09-05,86.5,63.2,73.1,66.0
2025-09-06,79.6,59.5,66.8,60.3
2025-09-07,76.6,56.6,66.3,58.7
2025-09-08,77.4,57.4,65.9,63.6
2025-09-09,73.5,60.7,65.9,61.7
2025-09-10,78.5,56.8,66.5,58.7
2025-09-11,73.7,57.4,64.4,58.6
2025-09-12,73.8,59.9,64.7,54.8
2025-09-13,79.2,52.1,65.1,55.8
2025-09-14,70.8,53.2,62.6,59.2
2025-09-15,72.8,46.7,59.8,51.2
2025-09-16,86.9,56.6,70.7,57.3
2025-09-17,81.7,54.0,67.2,57.7
2025-09-18,77.7,53.1,65.0,52.6
2025-09-19,81.5,50.7,65.6,54.3
2025-09-20,78.3,53.2,64.5,54.2
2025-09-21,72.1,55.0,61.6,56.0
2025-09-22,73.7,46.1,60.1,50.5
2025-09-23,81.2,50.5,66.5,51.5
2025-09-24,82.8,54.0,68.2,54.1
2025-09-25,72.2,49.5,60.6,45.8
2025-09-26,72.7,46.5,58.9,47.2
2025-09-27,77.0,48.2,62.6,52.8
2025-09-28,73.8,50.5,61.5,53.8
2025-09-29,62.2,55.2,59.2,58.6
2025-09-30,67.1,50.8,57.2,53.6
2025-10-01,63.9,54.5,57.6,55.7
2025-10-02,64.0,51.7,56.0,54.1
2025-10-03,64.4,49.2,54.7,53.9
2025-10-04,66.5,51.9,57.8,54.7
2025-10-05,69.6,48.7,57.7,50.9
2025-10-06,72.8,49.5,59.7,45.9
2025-10-07,75.1,49.2,61.1,51.2
2025-10-08,60.6,45.6,53.2,48.4
2025-10-09,61.6,43.2,51.8,51.4
2025-10-10,60.7,49.2,53.6,51.3
2025-10-11,59.0,48.7,52.5,51.9
2025-10-12,52.4,44.3,49.8,50.6
2025-10-13,58.3,40.4,48.6,43.4
2025-10-14,60.3,44.4,51.1,39.1
2025-10-15,60.9,38.7,49.3,45.8
2025-10-16,60.1,38.2,49.0,47.5
2025-10-17,61.7,48.0,53.3,51.0
2025-10-18,60.8,39.1,50.1,51.4
2025-10-19,60.3,46.8,53.2,50.9
2025-10-20,59.6,43.3,50.0,48.7
2025-10-21,62.1,40.2,49.9,52.2
2025-10-22,62.8,40.9,50.0,51.7
2025-10-23,63.7,46.8,53.7,52.7
2025-10-24,58.5,49.8,54.1,55.4
2025-10-25,54.2,45.1,49.4,50.3
2025-10-26,51.4,42.5,46.2,46.2
2025-10-27,54.9,40.1,46.1,44.9
2025-10-28,55.2,42.4,48.9,51.7
2025-10-29,58.0,43.8,51.8,52.8
2025-10-30,57.0,41.9,47.9,46.2
2025-10-31,57.5,37.7,47.6,54.0
2025-11-01,60.6,45.6,55.3,58.4
2025-11-02,55.7,39.8,47.7,47.3
2025-11-03,49.4,46.0,47.6,46.8
2025-11-04,57.7,44.4,49.9,52.5
2025-11-05,60.6,50.6,54.1,51.3
2025-11-06,60.9,50.4,54.6,53.4
2025-11-07,56.8,44.5,50.0,48.8
2025-11-08,59.1,40.5,48.1,48.1
2025-11-09,58.6,42.6,49.5,50.8
2025-11-10,55.2,43.0,49.1,51.8
2025-11-11,56.0,43.4,49.8,49.3
2025-11-12,58.6,46.4,51.3,53.4
2025-11-13,60.3,50.5,53.3,53.8
2025-11-14,57.7,47.8,52.8,53.2
2025-11-15,59.0,50.5,54.7,53.1
2025-11-16,53.0,46.8,50.2,51.4
2025-11-17,52.3,38.9,48.4,51.2
2025-11-18,49.0,35.5,41.0,41.5
2025-11-19,47.0,35.0,40.6,41.1
2025-11-20,52.6,40.6,45.4,44.2
2025-11-21,48.5,34.8,40.3,44.1
2025-11-22,46.0,37.2,39.9,42.2
2025-11-23,46.4,39.0,43.4,45.6
2025-11-24,48.7,37.2,43.0,43.2
2025-11-25,45.1,38.0,41.3,41.9
2025-11-26,49.2,44.2,47.3,48.7
2025-11-27,54.9,45.5,49.8,49.4
2025-11-28,55.0,46.2,50.8,50.4
2025-11-29,48.8,38.3,44.0,41.0
2025-11-30,48.6,36.5,43.0,41.0
2025-12-01,45.7,31.9,37.6,38.1
2025-12-02,51.3,38.3,42.8,45.5
2025-12-03,44.4,38.9,41.1,41.5
2025-12-04,47.0,38.3,41.1,46.6
2025-12-05,55.9,47.5,52.0,53.5
2025-12-06,55.2,47.5,50.4,48.9
2025-12-07,55.9,47.8,50.7,52.4
2025-12-08,56.2,47.8,53.4,54.2
2025-12-09,56.5,46.0,50.7,54.5
2025-12-10,59.3,56.2,57.2,55.0
2025-12-11,59.7,52.7,56.1,53.3
2025-12-12,54.7,47.5,49.8,52.1
2025-12-13,52.6,41.5,46.9,47.7
2025-12-14,50.0,40.2,45.4,46.0
2025-12-15,59.9,49.4,53.4,56.0
2025-12-16,59.2,51.2,55.0,54.9
2025-12-17,56.9,41.1,46.7,54.5
2025-12-18,55.9,43.1,48.7,53.2
2025-12-19,49.7,39.3,43.5,47.0
2025-12-20,49.4,39.4,43.4,38.5
2025-12-21,44.6,36.8,42.0,43.1
2025-12-22,50.6,39.7,44.1,42.9
2025-12-23,44.6,41.9,43.0,43.0
2025-12-24,50.4,40.5,43.9,43.2
2025-12-25,50.7,39.3,43.4,43.6
2025-12-26,48.8,39.2,41.7,42.9
2025-12-27,45.5,37.5,40.9,37.8
2025-12-28,42.0,30.6,36.8,37.0
2025-12-29,43.7,34.2,38.1,32.7
2025-12-30,44.8,31.7,36.5,33.6
2025-12-31,44.8,28.0,34.0,33.1
2026-01-01,39.3,32.6,36.6,38.9
2026-01-02,49.4,39.9,44.6,47.4
2026-01-03,53.2,43.3,47.3,47.5
2026-01-04,49.7,41.6,46.3,47.0
2026-01-05,46.5,36.0,40.7,41.1
2026-01-06,45.9,32.9,40.1,44.3
2026-01-07,44.3,34.2,39.0,42.4
2026-01-08,44.4,32.0,37.6,39.5
2026-01-09,49.1,34.8,41.0,41.8
2026-01-10,45.9,34.2,39.3,40.2
2026-01-11,54.7,38.1,44.5,41.8
2026-01-12,52.3,38.8,43.9,45.4
2026-01-13,48.1,34.9,39.4,45.3
2026-01-14,46.1,33.1,37.2,42.3
2026-01-15,54.8,39.7,45.1,44.8
2026-01-16,50.5,39.8,43.8,38.0
2026-01-17,47.1,34.6,39.8,35.8
2026-01-18,46.4,31.5,37.2,35.9
2026-01-19,46.1,32.0,37.0,34.0
2026-01-20,45.6,26.2,34.7,33.3
2026-01-21,42.3,28.1,33.2,31.8
2026-01-22,38.0,27.3,32.3,31.6
2026-01-23,43.8,31.7,36.4,29.5
2026-01-24,44.0,25.9,32.6,31.5
2026-01-25,42.8,21.0,30.2,25.4
2026-01-26,46.1,25.8,33.7,32.9
2026-01-27,46.7,29.2,35.6,33.8
2026-01-28,51.3,33.3,43.2,45.3
2026-01-29,49.0,43.5,46.5,45.6
2026-01-30,51.7,42.3,46.5,45.0
2026-01-31,55.4,41.9,46.3,48.8
2026-02-01,55.5,42.0,47.9,47.8
2026-02-02,56.5,41.6,47.6,48.8
2026-02-03,54.7,37.3,45.4,48.0
2026-02-04,58.5,41.4,47.8,49.0
2026-02-05,57.8,40.7,46.8,50.5
2026-02-06,52.5,32.9,41.9,44.9
2026-02-07,51.0,39.7,46.4,48.9
2026-02-08,49.5,43.2,47.5,48.7
2026-02-09,53.2,40.7,44.7,44.2
2026-02-10,53.9,36.0,43.1,40.6
2026-02-11,54.9,35.8,43.8,41.4
2026-02-12,53.4,31.5,40.5,44.2
2026-02-13,46.9,37.2,42.1,43.2
2026-02-14,46.3,36.8,41.1,41.8
2026-02-15,50.7,39.3,43.5,42.1
2026-02-16,43.2,35.3,40.0,41.4
2026-02-17,42.8,31.8,36.3,35.3
2026-02-18,44.1,29.7,34.9,35.0
2026-02-19,43.3,32.5,36.5,35.6
2026-02-20,45.9,29.4,37.1,34.8
2026-02-21,51.3,36.2,41.7,43.1
2026-02-22,51.1,41.5,45.6,46.6
2026-02-23,47.8,39.9,43.8,46.0
2026-02-24,45.8,40.4,42.5,43.7
2026-02-25,51.3,33.8,42.3,39.9
2026-02-26,51.4,28.8,39.7,39.5
2026-02-27,54.7,29.2,40.3,43.9
2026-02-28,54.4,35.0,42.8,45.3
2026-03-01,55.3,37.4,46.2,47.1
2026-03-02,58.4,42.5,49.0,51.3
2026-03-03,56.8,43.3,49.4,48.9
2026-03-04,50.8,44.4,48.1,47.2
2026-03-05,49.8,40.9,45.6,42.7
2026-03-06,49.4,41.5,45.4,47.7
2026-03-07,61.4,44.6,50.6,49.3
2026-03-08,53.2,41.7,48.1,48.1
2026-03-09,47.3,35.4,40.6,36.8
2026-03-10,43.9,30.2,37.8,40.5
2026-03-11,51.2,41.6,46.4,48.5
2026-03-12,51.3,45.1,48.1,49.6
2026-03-13,54.5,49.9,52.0,51.3
2026-03-14,52.3,39.1,46.0,49.9
2026-03-15,47.1,35.7,41.7,42.5
2026-03-16,67.4,42.3,51.4,57.4
2026-03-17,59.8,46.9,51.1,49.5
2026-03-18,64.7,43.2,53.0,51.0
2026-03-19,64.1,48.1,55.2,55.1
2026-03-20,59.9,49.2,54.1,54.7
2026-03-21,54.4,41.3,48.0,48.3
2026-03-22,56.4,31.5,43.8,39.6
2026-03-23,54.1,33.6,44.6,44.2
2026-03-24,54.6,46.8,51.1,51.1
2026-03-25,54.4,36.2,44.9,44.7
2026-03-26,53.2,30.1,41.5,37.6
2026-03-27,63.0,34.6,48.1,44.3
2026-03-28,60.3,40.0,48.5,45.0
2026-03-29,51.7,40.5,44.7,44.2
2026-03-30,55.2,34.3,43.6,36.3
2026-03-31,54.0,38.6,45.3,46.4
2026-04-01,48.7,40.9,46.0,46.0
2026-04-02,54.6,35.9,44.6,41.2
2026-04-03,59.1,32.3,45.6,45.3
2026-04-04,68.9,39.7,53.5,52.8
2026-04-05,72.9,46.0,58.4,58.9
2026-04-06,73.2,44.8,56.8,55.5
2026-04-07,59.6,41.8,50.4,47.6
2026-04-08,66.3,36.4,50.6,50.3
2026-04-09,71.3,39.0,55.1,53.7
2026-04-10,66.8,47.8,57.9,56.5
2026-04-11,61.2,49.4,53.4,51.6
2026-04-12,53.3,45.9,50.2,50.2
2026-04-13,54.2,43.2,49.1,45.4
2026-04-14,48.9,41.0,45.5,44.9
2026-04-15,49.3,38.8,45.0,45.7
2026-04-16,54.1,33.1,43.1,38.3
2026-04-17,55.3,36.0,45.9,42.7
2026-04-18,67.9,36.7,51.4,54.8
2026-04-19,69.9,45.2,56.3,54.6
2026-04-20,62.2,47.1,55.4,53.9
2026-04-21,56.6,49.4,52.9,51.3
2026-04-22,53.5,45.9,49.2,47.8
2026-04-23,56.4,42.2,49.3,45.8
2026-04-24,63.4,40.3,51.7,44.2
2026-04-25,64.7,40.3,52.5,42.1
2026-04-26,64.0,39.9,51.8,47.8
2026-04-27,60.2,42.1,49.6,45.1
2026-04-28,58.4,42.8,50.1,45.2
2026-04-29,67.1,40.0,53.1,51.5
2026-04-30,75.7,43.5,58.8,55.0
2026-05-01,70.0,47.1,56.9,57.3
2026-05-02,67.7,47.0,56.8,57.9
2026-05-03,85.6,51.2,67.6,60.1
2026-05-04,71.2,50.5,59.8,58.2
2026-05-05,66.9,49.5,57.2,54.6
2026-05-06,69.1,50.9,58.7,53.6
2026-05-07,67.6,51.5,57.3,52.6
2026-05-08,66.2,47.7,55.8,50.5
2026-05-09,75.1,45.9,60.3,55.5
2026-05-10,68.3,50.0,58.3,51.7
2026-05-11,76.7,47.8,61.4,56.5
2026-05-12,75.6,50.3,61.3,57.5
2026-05-13,61.7,50.4,55.0,50.9
2026-05-14,61.8,48.7,54.0,49.9
2026-05-15,56.0,42.5,50.0,46.8
2026-05-16,55.7,42.6,49.2,44.0
2026-05-17,60.5,39.4,50.8,46.8
2026-05-18,66.7,46.1,54.9,48.8
2026-05-19,66.6,44.3,56.0,54.4
2026-05-20,67.3,47.8,57.2,49.9
2026-05-21,78.8,49.3,63.7,55.1
2026-05-22,77.6,51.6,64.3,56.5
2026-05-23,72.1,49.1,59.9,52.7
2026-05-24,74.3,46.5,60.1,56.4
2026-05-25,58.7,49.7,53.9,51.1
2026-05-26,62.4,48.3,54.9,49.3
2026-05-27,74.5,47.1,61.1,56.8
2026-05-28,76.8,52.3,63.9,59.5
2026-05-29,64.3,50.2,56.8,51.2
2026-05-30,64.5,44.4,54.1,41.6
2026-05-31,69.8,42.9,56.1,46.2
2026-06-01,82.4,48.1,65.1,47.6
